RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000266	38913	HS_CPTExpressRefe_GeneralPromo_101218	2018/10/15 11:31:18	CPTExpressRefe	GeneralPromo	3415	850	3	90	9143	37	25	0	1	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2880019&amp;pcc=eacc3o18&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptexpressrefe_generalpromo_101218&amp;utm_	https://amc.ama-assn.org/subscriptions?user_id=10135956&amp;mailing_id=38913&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptexpressrefe_generalpromo_101218&amp;utm_campaign=health+solutions+general+marketing~	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptexpressrefe_generalpromo_101218&amp;utm_campaign=health+solutions+	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptexpressrefe_generalpromo_10
0000000267	38923	HS_Lunchinvite _Promo_101518	2018/10/15 10:25:40	Lunchinvite	Promo	403	0	0	0	63	640	         0	         0	         0	100					
0000000268	38972	HS_PostShowAHIMA_Promo_101918	2018/10/19 09:00:48	PostShowAHIMA	Promo	344	16	0	0	367	94	5	         0	         0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=lpcc5x45&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_postshowahima_promo_101918&amp;utm_campaign			
0000000269	38982	HS _Credentialing_SubscriptionW1_101818	2018/10/18 12:01:16	Credentialing	SubscriptionW1	1357	251	1	7	3050	44	18	0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_101818&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=10041511&amp;utm_effort=	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_101818&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=9123039&amp;utm_effort=	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_101818&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=2167098&amp;utm_effort=	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_101818&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=9133798&amp;utm_effort=
0000000270	38989	HS _Credentialing_Transactional_101918	2018/10/19 14:01:36	Credentialing	Transactional	452	89	0	6	1302	35	20	         0	0	100		https://amc.ama-assn.org/subscriptions?user_id=12905204&amp;mailing_id=38989&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_101918&amp;utm_campaign=hs_credentialingtrans~iex&amp;utm_	https://commerce.ama-assn.org/amaprofiles/?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_101918&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=9555261&amp;utm_effort=	https://www.ama-assn.org/eform/submit/contact-us?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_101918&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=9555261&amp;utm_effort=	https://amc.ama-assn.org/subscriptions?user_id=9279676&amp;mailing_id=38989&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_101918&amp;utm_campaign=hs_credentialingtrans~tti&amp;utm_u
0000000271	39011	HS_CPTChanges2019_Promo_101718	2018/10/17 10:01:27	CPTChanges2019	Promo	344	578	0	64	1387	25	168	         0	5	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2870015&amp;pcc=eacc0o18&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptchanges2019_promo_101718&amp;utm_campaig	https://amc.ama-assn.org/subscriptions?user_id=10135956&amp;amp;mailing_id=39011&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptchanges2019_promo_101718&amp;utm_campaign=health+solutions+general+marketing~zno	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptchanges2019_promo_101718&amp;utm_campaign=health+solutions+general	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptchanges2019_promo_101718&am
0000000272	39057	HS_Symposium_EventPromo_0101918	2018/10/19 14:01:42	Symposium	EventPromo	2578	489	1	53	7088	36	19	0	1	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_0101918&amp;utm_campaign=health+sol	https://amc.ama-assn.org/subscriptions?user_id=10249564&amp;mailing_id=39057&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_0101918&amp;utm_campaign=health+solutions+general+marketing~vrk&am	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_0101918&amp;utm_campaign=health+solutions+genera	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_0101918&a
0000000273	39405	HS _Credentialing_PostShowNAMSS_102518	2018/10/25 09:01:37	Credentialing	PostShowNAMSS	215	20	0	2	455	47	9	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_postshownamss_102518&amp;utm_campaign=hs_credentialing&amp;utm_uid=10047617&amp;utm_eff	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_postshownamss_102518&amp;utm_campaign=hs_credentialing&amp;utm_uid=13239245&amp;utm_eff	https://amc.ama-assn.org/subscriptions?user_id=13239057&amp;mailing_id=39405&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_postshownamss_102518&amp;utm_campaign=hs_credentialing~zno&amp;utm_uid=1	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=13239057&amp;amp;mailing_id=39405&amp;amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_creden
0000000274	39568	HS_Symposium_EventPromo_102618	2018/10/29 09:54:10	Symposium	EventPromo	2523	464	3	49	7061	36	18	0	1	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_102618&amp;utm_campaign=health+solu	https://amc.ama-assn.org/subscriptions?user_id=10249564&amp;mailing_id=39568&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_102618&amp;utm_campaign=health+solutions+general+marketing~jdy&amp	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_102618&amp;utm_campaign=health+solutions+general	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_102618&am
0000000275	39658	HS_Catalog_fall_110518	2018/11/05 13:02:09	Catalog	fall	264	57	1	6	1087	24	22	0	1	100		https://www.flipsnack.com/amermedicalassn/ama-store-fall-2018-catalog.html	https://amc.ama-assn.org/subscriptions?user_id=10869810&amp;mailing_id=39658	https://www.flipsnack.com/amermedicalassn/ama-store-fall-2018-catalog.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_catalog_fall_110518&amp;utm_campaign=health+solutions+general+marketing&amp;utm_uid=8734626&a	https://www.flipsnack.com/amermedicalassn/ama-store-fall-2018-catalog.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_catalog_fall_110518&amp;utm_campaign=health+solutions+general+marketing&amp;utm_uid=11011872&
0000000276	39701	HS_Channel_Fallcatalog_Academic_110218	2018/11/02 13:01:48	Channel	Fallcatalog	503	100	1	7	1595	32	20	0	0	100		https://urldefense.proofpoint.com/v2/url?u=https-3a__www.flipsnack.com_amermedicalassn_academic-5fguide-5f6p-5fvol2.html&amp;d=dwmgaq&amp;c=iqeslykbtktev8njytdw_a&amp;r=snvnp6qpructssfsxqn8scb93zjkwiz0jjqkmaa2pze&amp;m=dvg0lg3v4k1hjzjhaxi1iuyuhdycl_v6qi1c	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12242147&amp;mailing_id=39701&amp;addr1_unsb_hs_channel=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channel_fal	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12685166&amp;mailing_id=39701&amp;addr1_unsb_hs_channel=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channel_fal	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=10209015&amp;mailing_id=39701&amp;addr1_unsb_hs_channel=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channel_fal
0000000277	39706	HS_Channel_Fallcatalog_Reseller_110218	2018/11/02 13:01:51	Channel	Fallcatalog	91	11	0	0	179	51	12	         0	         0	100		https://www.flipsnack.com/amermedicalassn/resellers_guide_fallvol22018.html	https://urldefense.proofpoint.com/v2/url?u=https-3a__www.flipsnack.com_amermedicalassn_resellers-5fguide-5ffallvol22018.html&amp;d=dwmgaq&amp;c=iqeslykbtktev8njytdw_a&amp;r=snvnp6qpructssfsxqn8scb93zjkwiz0jjqkmaa2pze&amp;m=dvg0lg3v4k1hjzjhaxi1iuyuhdycl_v6		
0000000278	39907	HS_ChannelCPT_Reseller_110618	2018/11/06 12:16:18	ChannelCPT	Reseller	100	9	0	0	181	55	9	         0	         0	100		https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_reseller_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10245626&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_reseller_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10319588&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_reseller_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=12241286&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_reseller_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=12684037&amp;utm_effort=
0000000279	39912	HS_ChannelCPT_Academic_110618	2018/11/06 12:01:51	ChannelCPT	Academic	480	102	1	9	1590	30	21	0	1	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_academic_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10129934&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_academic_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=12685450&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_academic_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=10296437&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_channelcpt_academic_110618&amp;utm_campaign=hs_channel_marketing&amp;utm_uid=12685516&amp;utm_effort=
0000000280	39933	HS_CodingEssentials_Specialty_110718	2018/11/07 13:02:29	CodingEssentials	Specialty	2069	398	0	14	8272	25	19	         0	0	100		https://commerce.ama-assn.org/store/content/coding-essentials-2019-em?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_codingessentials_specialty_110718&amp;utm_campaign=health+solutions+general+marketing&amp;utm_uid=	https://amc.ama-assn.org/subscriptions?user_id=10354243&amp;mailing_id=39933&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_codingessentials_specialty_110718&amp;utm_campaign=health+solutions+general+marketing~w	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_codingessentials_specialty_110718&amp;utm_campaign=health+solutions+g	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12657069&amp;mailing_id=39933&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_codingessential
0000000281	40033	HS_Symposium_EventPromo_110818	2018/11/08 12:01:54	Symposium	EventPromo	2640	465	1	97	7001	38	18	0	1	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_110818&amp;utm_campaign=health+solu	https://amc.ama-assn.org/subscriptions?user_id=10249564&amp;mailing_id=40033&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_110818&amp;utm_campaign=health+solutions+general+marketing~eit&amp	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_110818&amp;utm_campaign=health+solutions+general	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium_eventpromo_110818&am
0000000282	4008	HS_CPTChanges2017_September2016_091616	2016/09/16 10:01:00	CPTChanges2017		6605	1495	5	2319	40180	16	23	0	6	100		http://www.ama-assn.org?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cptchanges2017_september2016_091616&utm_campaign=cpt+changes+2017&utm_uid=10152294	http://www.amastore.com?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cptchanges2017_september2016_091616&utm_campaign=cpt+changes+2017&utm_uid=8890115	https://commerce.ama-assn.org/store/?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs%w8cptchanges2017%w8september2016%as091616&utm_campaign=cpt+changes+2017&utm_uid=8978141	http://www.ama-assn.org?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_cptchanges2017_september2016_091616&utm_campaign=cpt+changes+2017&utm_uid=10160180
0000000283	40095	HS_Credentialing_MSSAW_110918	2018/11/09 17:05:39	Credentialing	MSSAW	2068	530	1	7	4402	47	26	0	0	100		https://cme.ama-assn.org/activity/5976608/detail.aspx?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_credentialing_mssaw_110918&amp;utm_campaign=hs_credentialing&amp;utm_uid=13114002&amp;utm_effort=	http://info.commerce.ama-assn.org/ama-credentialing-services-home?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_credentialing_mssaw_110918&amp;utm_campaign=hs_credentialing&amp;utm_uid=10041511&amp;utm_effort=&amp;	https://cme.ama-assn.org/activity/5976608/detail.aspx?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_credentialing_mssaw_110918&amp;utm_campaign=hs_credentialing&amp;utm_uid=11604053&amp;utm_effort=	https://cme.ama-assn.org/activity/5976608/detail.aspx?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_credentialing_mssaw_110918&amp;utm_campaign=hs_credentialing&amp;utm_uid=8872193&amp;utm_effort=
0000000284	40179	HS_HCPCS_Level2_111218	2018/11/12 14:02:01	HCPCS	Level2	821	102	0	7	2594	32	12	         0	0	100		https://amc.ama-assn.org/subscriptions?user_id=10137011&amp;mailing_id=40179&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_hcpcs_level2_111218&amp;utm_campaign=health+solutions+general+marketing&amp;utm_uid=101	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2870023&amp;sku_id=sku2890013&amp;pcc=each0n18&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_hcpcs_level2_111218&a	https://amc.ama-assn.org/subscriptions?user_id=10354243&amp;mailing_id=40179&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_hcpcs_level2_111218&amp;utm_campaign=health+solutions+general+marketing~yon&amp;utm_uid	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=11626838&amp;mailing_id=40179&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_hcpcs_level2_11
0000000285	40185	HS_GeneralMarketing_BYOP_111218	2018/11/12 13:31:16	GeneralMarketing	BYOP	361	646	0	35	738	49	179	         0	5	100		https://amc.ama-assn.org/subscriptions?user_id=10135956&amp;mailing_id=40185&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_generalmarketing_byop_111218&amp;utm_campaign=health+solutions+general+marketing~fhu&am	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_generalmarketing_byop_111218&amp;utm_campaign=health+solutions+genera	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_generalmarketing_byop_111218&a	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12892295&amp;mailing_id=40185&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_generalmarketin
